name,model_year,color,fuel,origin,bi_license,gear_type,bi_glass,engine_power,speedometer,passenger_seat_no,bi_payment_option,status,previous_owner,bi_condition,bi_lock_system,bi_alert,bi_radio,bi_sunroof,bi_wheels,bi_seat_type,bi_cushion,price
فولكسفاجن جولف,2008,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,216560.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,58000
سوبارو نملة,1983,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,216560.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,11000
رينو R9,1982,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,216560.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,لا يوجد,7000
كيا سيراتو,2014,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,39000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,77000
فولكسفاجن توران,2009,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,39000.0,7,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,78500
كيا اوبتيما,2013,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,50000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,102000
بي ام دبليو 320,2012,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,67.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,158000
سكودا اوكتافيا,2015,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,80000.0,5,نقدا فقط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,97000
دايو ماتيز,2002,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,800,100000.0,5,نقدا فقط ,للبيع فقط ,5,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,17000
اوبل كورسا,2014,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,75000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,55000
كيا ريو,2010,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500,75000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,36500
فولكسفاجن CC,2011,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,200000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,98000
سيت قرطبة,2004,أخضر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,200000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,30000
هونداي اكسنت,2007,أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400,200000.0,5,نقدا فقط ,للبيع أو التبديل ,4,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,لا يوجد,39000
فولكسفاجن بورا,2003,أحمر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1950,200000.0,5,نقدا فقط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,4200
فولكسفاجن كادي,2008,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900,350000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,76000
هونداي سانتافيه,2007,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,350000.0,7,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,72000
فولكسفاجن باسات,2000,سكني ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,120000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,5,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,33000
هونداي توسان,2013,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,58700.0,5,إمكانية التقسيط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,95000
كيا مورننغ,2015,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,36000.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,33000
ميتسوبيشي اوت لاندر,2008,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2400,92000.0,7,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,89000
هونداي فيرنا,2007,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,92000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,36000
كيا اوبتيما,2013,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,85000
شفروليه اوبترا,2007,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,105000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,37000
بيجو بارتنر,2008,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,105000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,53000
كيا سبورتاج اصل الماني  بانوراما بصمه شاشه كاميرا,2016,فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,48.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,115000
هونداي توسان,2011,رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,140000.0,5,إمكانية التقسيط ,للبيع فقط ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,78000
كيا سييد,2009,رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,190000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,45000
فولكسفاجن بولو,2006,أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,114000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,40000
كيا سيراتو,2006,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,95000.0,5,نقدا فقط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,43500
هونداي i30,2008,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,98000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,49000
هونداي توسان,2014,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,180000.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,95000
فولكسفاجن توران,2008,أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,250000.0,5,إمكانية التقسيط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,75000
سكودا اوكتافيا,2002,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,9977.0,5,إمكانية التقسيط ,للبيع فقط ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,42000
ستروين بيرلينجو,2008,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,9977.0,5,نقدا فقط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,55000
اودي A4,2002,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,300000.0,5,نقدا فقط ,للبيع فقط ,4,لا يوجد,إغلاق مركزي,لا يوجد,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,39500
اوبل اسكونا,1983,رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300,300000.0,5,نقدا فقط ,للبيع فقط ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,6500
فيات باندا,2010,فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,144000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,لا يوجد,لا يوجد,38000
هونداي i30,2012,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,120.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,80000
فورد فوكس,2012,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,106000.0,5,إمكانية التقسيط ,للبيع أو التبديل ,2,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,56000
هونداي توسان,2007,أسود ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,106000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,58000
كيا سيراتو,2007,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0.0,5,نقدا فقط ,للبيع أو التبديل ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,41000
مرسيدس C180,2005,زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800,0.0,5,نقدا فقط ,للبيع فقط ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,لا يوجد,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,69000
هونداي توسان,2016,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,50000.0,5,نقدا فقط ,للبيع فقط ,0,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,108000
ستروين بيرلينجو,2013,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,152000.0,5,إمكانية التقسيط ,للبيع فقط ,4,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,لا يوجد,لا يوجد,لا يوجد,وسادة حماية هوائية,70000
سيت ابيزا,2010,أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,152000.0,5,نقدا فقط ,للبيع فقط ,2,مُكيّف,لا يوجد,لا يوجد,لا يوجد,لا يوجد,لا يوجد,فرش جلد,وسادة حماية هوائية,43000
كيا سورينتو,2016,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,60000.0,7,إمكانية التقسيط ,للبيع أو التبديل ,3,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,لا يوجد,وسادة حماية هوائية,158000
هونداي اكسنت,2013,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,47000.0,5,نقدا فقط ,للبيع أو التبديل ,1,مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية,60000
